time_stamp,battery_power_kw
2022-05-27 12:01:00.00236+00,3.6
2022-05-27 12:01:30.001386+00,0.4
2022-05-27 12:02:00.002071+00,-22.6
2022-05-27 12:02:30.001616+00,14.1
2022-05-27 12:03:00.006087+00,3
2022-05-27 12:03:30.001366+00,-3.6
2022-05-27 12:04:00.01136+00,6.6
2022-05-27 12:04:30.002397+00,-6.7
2022-05-27 12:05:00.018066+00,11.5
2022-05-27 12:05:30.002622+00,7
2022-05-27 12:06:00.013356+00,10.6
2022-05-27 12:06:30.001709+00,11.8
2022-05-27 12:07:00.002313+00,-5.8
2022-05-27 12:07:30.001631+00,5.6
2022-05-27 12:08:00.013661+00,0.5
2022-05-27 12:08:30.002846+00,-13.6
2022-05-27 12:09:00.001957+00,18.5
2022-05-27 12:09:30.001465+00,-0.5
2022-05-27 12:10:00.013615+00,2.4
2022-05-27 12:10:30.004521+00,12.5
2022-05-27 12:11:00.011763+00,-6.6
2022-05-27 12:11:30.001929+00,8.6
2022-05-27 12:12:00.001974+00,6.6
2022-05-27 12:12:30.001552+00,-1
2022-05-27 12:13:00.012059+00,12.1
2022-05-27 12:13:30.001428+00,-14
2022-05-27 12:14:00.008613+00,23.5
2022-05-27 12:14:30.002937+00,4.1
2022-05-27 12:15:00.013002+00,-8
2022-05-27 12:15:30.005463+00,5.2
2022-05-27 12:16:00.013212+00,3.5
2022-05-27 12:16:30.002203+00,23.7
2022-05-27 12:17:00.002009+00,12.9
2022-05-27 12:17:30.002174+00,-8
2022-05-27 12:18:00.017315+00,8.9
2022-05-27 12:18:30.001621+00,-14.3
2022-05-27 12:19:00.002326+00,20.3
2022-05-27 12:19:30.001576+00,6.3
2022-05-27 12:20:00.002926+00,-8.4
2022-05-27 12:20:30.001526+00,18.5
2022-05-27 12:21:00.001512+00,0.1
2022-05-27 12:21:30.006342+00,0.6
2022-05-27 12:22:00.013593+00,3.6
2022-05-27 12:22:30.001654+00,-1.5
2022-05-27 12:23:00.01113+00,-6.3
2022-05-27 12:23:30.002545+00,4.5
2022-05-27 12:24:00.010913+00,3.9
2022-05-27 12:24:30.00137+00,-1.5
2022-05-27 12:25:00.014308+00,-19.6
2022-05-27 12:25:30.002688+00,8
2022-05-27 12:26:00.00173+00,13
2022-05-27 12:26:30.00174+00,-7
2022-05-27 12:27:00.017369+00,2.7
2022-05-27 12:27:30.001433+00,-1.4
2022-05-27 12:28:00.010244+00,16.2
2022-05-27 12:28:30.001692+00,-1.3
2022-05-27 12:29:00.01847+00,-28.8
2022-05-27 12:29:30.001565+00,7.2
2022-05-27 12:30:00.013373+00,5.8
2022-05-27 12:30:30.002255+00,13.1
2022-05-27 12:31:00.016048+00,2.7
2022-05-27 12:31:30.002248+00,-14.6
2022-05-27 12:32:00.00341+00,13.9
2022-05-27 12:32:30.001352+00,2.5
2022-05-27 12:33:00.016999+00,-11.3
2022-05-27 12:33:30.002307+00,-14.5
2022-05-27 12:34:00.007526+00,-11.9
2022-05-27 12:34:30.001654+00,16.4
2022-05-27 12:35:00.013989+00,-15.7
2022-05-27 12:35:30.001521+00,-3.5
2022-05-27 12:36:00.016314+00,11
2022-05-27 12:36:30.001552+00,-2
2022-05-27 12:37:00.013467+00,26
2022-05-27 12:37:30.001416+00,3
2022-05-27 12:38:00.002536+00,-0.8
2022-05-27 12:38:30.00489+00,4.2
2022-05-27 12:39:00.006078+00,7.3
2022-05-27 12:39:30.00151+00,3.8
2022-05-27 12:40:00.015563+00,-11.6
2022-05-27 12:40:30.001584+00,-14.6
2022-05-27 12:41:00.002151+00,12.6
2022-05-27 12:41:30.001589+00,-0.3
2022-05-27 12:42:00.003232+00,-6.6
2022-05-27 12:42:30.002791+00,0.1
2022-05-27 12:43:00.008764+00,-1.3
2022-05-27 12:43:30.001718+00,22.7
2022-05-27 12:44:00.007177+00,5.1
2022-05-27 12:44:30.00174+00,-16.1
2022-05-27 12:45:00.013932+00,12.1
2022-05-27 12:45:30.001879+00,3.6
2022-05-27 12:46:00.010879+00,11.1
2022-05-27 12:46:30.001452+00,-0.9
2022-05-27 12:47:00.011907+00,-13.6
2022-05-27 12:47:30.004105+00,19.4
2022-05-27 12:48:00.012956+00,2.5
2022-05-27 12:48:30.001851+00,15.6
2022-05-27 12:49:00.003131+00,3.4
2022-05-27 12:49:30.006639+00,-17.9
2022-05-27 12:50:00.012836+00,18.2
2022-05-27 12:50:30.00374+00,1.9
2022-05-27 12:51:00.005673+00,3.4
2022-05-27 12:51:30.001684+00,-6.4
2022-05-27 12:52:00.00972+00,0.8
2022-05-27 12:52:30.001482+00,16.5
2022-05-27 12:53:00.002427+00,0.3
2022-05-27 12:53:30.001639+00,10.1
2022-05-27 12:54:00.003252+00,3.5
2022-05-27 12:54:30.001573+00,-19
2022-05-27 12:55:00.015718+00,12.1
2022-05-27 12:55:30.001876+00,7.4
2022-05-27 12:56:00.016596+00,-0.8
2022-05-27 12:56:30.001423+00,-9.9
2022-05-27 12:57:00.011021+00,-9.3
2022-05-27 12:57:30.006697+00,10.2
2022-05-27 12:58:00.011358+00,-2.2
2022-05-27 12:58:30.010277+00,-5.2
2022-05-27 12:59:00.00333+00,21.7
2022-05-27 12:59:30.001651+00,-2.5
2022-05-27 13:00:00.011333+00,11.8
2022-05-27 13:00:30.001415+00,-2
2022-05-27 13:01:00.015822+00,-15.2
2022-05-27 13:01:30.001707+00,22.8
2022-05-27 13:02:00.013459+00,2.4
2022-05-27 13:02:30.001969+00,-3.3
2022-05-27 13:03:00.01252+00,-2.3
2022-05-27 13:03:30.001461+00,-4
2022-05-27 13:04:00.020889+00,19.4
2022-05-27 13:04:30.001583+00,-15.2
2022-05-27 13:05:00.003227+00,15.1
2022-05-27 13:05:30.001585+00,-3.1
2022-05-27 13:06:00.016389+00,-5.2
2022-05-27 13:06:30.002568+00,8.8
2022-05-27 13:07:00.00274+00,-12.1
2022-05-27 13:07:30.002644+00,-19.3
2022-05-27 13:08:00.00223+00,8.8
2022-05-27 13:08:30.002902+00,4.5
2022-05-27 13:09:00.005635+00,9.4
2022-05-27 13:09:30.001448+00,-1.2
2022-05-27 13:10:00.014852+00,-4.1
2022-05-27 13:10:30.002795+00,26.7
2022-05-27 13:11:00.01628+00,-3.1
2022-05-27 13:11:30.001384+00,7.6
2022-05-27 13:12:00.001537+00,8.7
2022-05-27 13:12:30.001751+00,-6
2022-05-27 13:13:00.001534+00,12.2
2022-05-27 13:13:30.001539+00,-12.9
2022-05-27 13:14:00.010766+00,-2.2
2022-05-27 13:14:30.001687+00,1.5
2022-05-27 13:15:00.014135+00,6.7
2022-05-27 13:15:30.001496+00,15.9
2022-05-27 13:16:00.00182+00,-4.3
2022-05-27 13:16:30.001507+00,3.3
2022-05-27 13:17:00.011561+00,14.1
2022-05-27 13:17:30.006625+00,-7.6
2022-05-27 13:18:00.010172+00,-3.3
2022-05-27 13:18:30.001428+00,-1
2022-05-27 13:19:00.002127+00,-13.9
2022-05-27 13:19:30.002069+00,7.7
2022-05-27 13:20:00.013317+00,-3.1
2022-05-27 13:20:30.001591+00,-9.6
2022-05-27 13:21:00.011633+00,-4.1
2022-05-27 13:21:30.001453+00,4.1
2022-05-27 13:22:00.002621+00,33
2022-05-27 13:22:30.00143+00,-5.2
2022-05-27 13:23:00.002741+00,-4.3
2022-05-27 13:23:30.007326+00,7.6
2022-05-27 13:24:00.013045+00,5.3
2022-05-27 13:24:30.004975+00,14.7
2022-05-27 13:25:00.014804+00,-0.8
2022-05-27 13:25:30.002433+00,-11.4
2022-05-27 13:26:00.012346+00,7.9
2022-05-27 13:26:30.001722+00,9
2022-05-27 13:27:00.013595+00,8.6
2022-05-27 13:27:30.001526+00,-6.9
2022-05-27 13:28:00.011806+00,-12
2022-05-27 13:28:30.001654+00,12.3
2022-05-27 13:29:00.001994+00,1.6
2022-05-27 13:29:30.001541+00,-2
2022-05-27 13:30:00.012573+00,-13.8
2022-05-27 13:30:30.001376+00,-8.3
2022-05-27 13:31:00.004964+00,16.7
2022-05-27 13:31:30.002109+00,6.4
2022-05-27 13:32:00.006164+00,4.7
2022-05-27 13:32:30.002249+00,1.7
2022-05-27 13:33:00.014611+00,-2.6
2022-05-27 13:33:30.002208+00,20.1
2022-05-27 13:34:00.014862+00,1.1
2022-05-27 13:34:30.001855+00,0
2022-05-27 13:35:00.002285+00,23.5
2022-05-27 13:35:30.001357+00,-5.9
2022-05-27 13:36:00.015839+00,5.8
2022-05-27 13:36:30.001498+00,5
2022-05-27 13:37:00.011322+00,0.1
2022-05-27 13:37:30.002124+00,9.5
2022-05-27 13:38:00.008269+00,7.2
2022-05-27 13:38:30.001736+00,1.2
2022-05-27 13:39:00.002325+00,-2.4
2022-05-27 13:39:30.002581+00,-10.4
2022-05-27 13:40:00.002084+00,21.3
2022-05-27 13:40:30.001398+00,-2.5
2022-05-27 13:41:00.015825+00,-3.9
2022-05-27 13:41:30.004015+00,4.3
2022-05-27 13:42:00.002929+00,-18.6
2022-05-27 13:42:30.003011+00,11.5
2022-05-27 13:43:00.015142+00,9.1
2022-05-27 13:43:30.00184+00,7.3
2022-05-27 13:44:00.004134+00,4.6
2022-05-27 13:44:30.001495+00,-1.4
2022-05-27 13:45:00.001529+00,25.7
2022-05-27 13:45:30.001499+00,1.1
2022-05-27 13:46:00.002036+00,-15.7
2022-05-27 13:46:30.001569+00,14.5
2022-05-27 13:47:00.013885+00,-3.1
2022-05-27 13:47:30.001573+00,-0.6
2022-05-27 13:48:00.018697+00,-4.7
2022-05-27 13:48:30.002473+00,-5
2022-05-27 13:49:00.002869+00,9.3
2022-05-27 13:49:30.001737+00,-3.2
2022-05-27 13:50:00.010747+00,4.2
2022-05-27 13:50:30.003377+00,7.9
2022-05-27 13:51:00.002019+00,-12.3
2022-05-27 13:51:30.002699+00,18
2022-05-27 13:52:00.002675+00,0.8
2022-05-27 13:52:30.001507+00,0.2
2022-05-27 13:53:00.002491+00,12.6
2022-05-27 13:53:30.001444+00,-11.6
2022-05-27 13:54:00.002207+00,14
2022-05-27 13:54:30.002021+00,-2.5
2022-05-27 13:55:00.011791+00,-10.5
2022-05-27 13:55:30.002551+00,16
2022-05-27 13:56:00.001973+00,3.7
2022-05-27 13:56:30.001508+00,10.2
2022-05-27 13:57:00.02664+00,2.3
2022-05-27 13:57:30.001512+00,-16.2
2022-05-27 13:58:00.017894+00,22.4
2022-05-27 13:58:30.001685+00,1.9
2022-05-27 13:59:00.013325+00,-0.1
2022-05-27 13:59:30.001488+00,0.9
2022-05-27 14:00:00.001439+00,-6.4
2022-05-27 14:00:30.004544+00,15.3
2022-05-27 14:01:00.016226+00,6.2
2022-05-27 14:01:30.001505+00,4.2
2022-05-27 14:02:00.00304+00,-3.5
2022-05-27 14:02:30.001591+00,-15.5
2022-05-27 14:03:00.010458+00,4.1
2022-05-27 14:03:30.001405+00,-4.1
2022-05-27 14:04:00.003624+00,-10.6
2022-05-27 14:04:30.001928+00,-5.6
2022-05-27 14:05:00.011335+00,-3.6
2022-05-27 14:05:30.001523+00,2.5
2022-05-27 14:06:00.006577+00,-0.3
2022-05-27 14:06:30.001362+00,-5.6
2022-05-27 14:07:00.016687+00,3.2
2022-05-27 14:07:30.001852+00,-30
2022-05-27 14:08:00.005908+00,5.8
2022-05-27 14:08:30.001498+00,-1.1
2022-05-27 14:09:00.003167+00,-7.9
2022-05-27 14:09:30.002403+00,10.3
2022-05-27 14:10:00.002352+00,-4.2
2022-05-27 14:10:30.001932+00,12.2
2022-05-27 14:11:00.002552+00,-0.7
2022-05-27 14:11:30.005675+00,9.4
2022-05-27 14:12:00.011339+00,-8.9
2022-05-27 14:12:30.001449+00,-1.7
2022-05-27 14:13:00.002432+00,17.9
2022-05-27 14:13:30.00173+00,-0.8
2022-05-27 14:14:00.011995+00,-9
2022-05-27 14:14:30.001897+00,12.3
2022-05-27 14:15:00.014963+00,-2.1
2022-05-27 14:15:30.001415+00,9.6
2022-05-27 14:16:00.014771+00,3.9
2022-05-27 14:16:30.002761+00,0
2022-05-27 14:17:00.014102+00,-0.1
2022-05-27 14:17:30.002799+00,-2.5
2022-05-27 14:18:00.002819+00,13.9
2022-05-27 14:18:30.002771+00,1
2022-05-27 14:19:00.009657+00,-11.2
2022-05-27 14:19:30.00154+00,3.9
2022-05-27 14:20:00.019032+00,-20.2
2022-05-27 14:20:30.001465+00,8.8
2022-05-27 14:21:00.015228+00,-7.6
2022-05-27 14:21:30.001511+00,10.4
2022-05-27 14:22:00.018118+00,11.4
2022-05-27 14:22:30.001616+00,-2.6
2022-05-27 14:23:00.001527+00,15.2
2022-05-27 14:23:30.002632+00,-0.1
2022-05-27 14:24:00.002159+00,6.1
2022-05-27 14:24:30.001483+00,2.2
2022-05-27 14:25:00.004411+00,-13.3
2022-05-27 14:25:30.001532+00,-8
2022-05-27 14:26:00.002119+00,-6.8
2022-05-27 14:26:30.001468+00,-1.8
2022-05-27 14:27:00.001948+00,4.1
2022-05-27 14:27:30.001628+00,3.1
2022-05-27 14:28:00.014056+00,8.6
2022-05-27 14:28:30.001945+00,-3.4
2022-05-27 14:29:00.011592+00,-4.7
2022-05-27 14:29:30.001356+00,7.5
2022-05-27 14:30:00.014181+00,-15
2022-05-27 14:30:30.001443+00,2.3
2022-05-27 14:31:00.008982+00,2
2022-05-27 14:31:30.005282+00,8.6
2022-05-27 14:32:00.013083+00,-4.1
2022-05-27 14:32:30.001917+00,-12.7
2022-05-27 14:33:00.002041+00,19.7
2022-05-27 14:33:30.001489+00,-0.4
2022-05-27 14:34:00.011483+00,16.9
2022-05-27 14:34:30.001539+00,11.3
2022-05-27 14:35:00.014173+00,-18.9
2022-05-27 14:35:30.001562+00,13.7
2022-05-27 14:36:00.002166+00,-3.1
2022-05-27 14:36:30.004791+00,9.9
2022-05-27 14:37:00.013407+00,-16.1
2022-05-27 14:37:30.001645+00,-10.9
2022-05-27 14:38:00.00491+00,13.7
2022-05-27 14:38:30.007952+00,2.8
2022-05-27 14:39:00.018191+00,8
2022-05-27 14:39:30.001452+00,11.9
2022-05-27 14:40:00.002954+00,-13.1
2022-05-27 14:40:30.001679+00,5.6
2022-05-27 14:41:00.017756+00,3.1
2022-05-27 14:41:30.001482+00,7.7
2022-05-27 14:42:00.01411+00,-11
2022-05-27 14:42:30.001597+00,-5.6
2022-05-27 14:43:00.001576+00,10.1
2022-05-27 14:43:30.001473+00,-5.1
2022-05-27 14:44:00.010873+00,7.8
2022-05-27 14:44:30.0016+00,6.1
2022-05-27 14:45:00.002044+00,-6.2
2022-05-27 14:45:30.004325+00,21.2
2022-05-27 14:46:00.010218+00,-1
2022-05-27 14:46:30.001619+00,13.7
2022-05-27 14:47:00.003404+00,-15.2
2022-05-27 14:47:30.003896+00,-10.7
2022-05-27 14:48:00.00228+00,13.2
2022-05-27 14:48:30.001445+00,7.6
2022-05-27 14:49:00.014211+00,17.2
2022-05-27 14:49:30.001795+00,1.7
2022-05-27 14:50:00.001912+00,-6.1
2022-05-27 14:50:30.001455+00,11.7
2022-05-27 14:51:00.001911+00,1.8
2022-05-27 14:51:30.001551+00,9
2022-05-27 14:52:00.009007+00,-6.9
2022-05-27 14:52:30.001545+00,-5.4
2022-05-27 14:53:00.015202+00,14.1
2022-05-27 14:53:30.002708+00,2.3
2022-05-27 14:54:00.00266+00,-7.9
2022-05-27 14:54:30.001443+00,36.3
2022-05-27 14:55:00.020131+00,-59.6
2022-05-27 14:55:30.002229+00,73.6
2022-05-27 14:56:00.014688+00,31.9
2022-05-27 14:56:30.001428+00,6.7
2022-05-27 14:57:00.002189+00,-0.3
2022-05-27 14:57:30.002594+00,2.9
2022-05-27 14:58:00.002089+00,11.8
2022-05-27 14:58:30.001405+00,-15.1
2022-05-27 14:59:00.017847+00,27.1
2022-05-27 14:59:30.001524+00,2.3
2022-05-27 15:00:00.011237+00,1.5
2022-05-27 15:00:30.002275+00,-0.5
2022-05-27 15:01:00.003046+00,-6.1
2022-05-27 15:01:30.001521+00,13.3
2022-05-27 15:02:00.017372+00,-5.4
2022-05-27 15:02:30.001371+00,5.3
2022-05-27 15:03:00.004874+00,-3.1
2022-05-27 15:03:30.00151+00,-3.1
2022-05-27 15:04:00.002966+00,24.9
2022-05-27 15:04:30.002042+00,8
2022-05-27 15:05:00.001464+00,-3.6
2022-05-27 15:05:30.001553+00,11.9
2022-05-27 15:06:00.017511+00,-7.4
2022-05-27 15:06:30.002574+00,9.1
2022-05-27 15:07:00.004123+00,-11.4
2022-05-27 15:07:30.001507+00,-1
2022-05-27 15:08:00.015081+00,8.7
2022-05-27 15:08:30.001634+00,-11.5
2022-05-27 15:09:00.012807+00,15.6
2022-05-27 15:09:30.002473+00,11.8
2022-05-27 15:10:00.014198+00,4.6
2022-05-27 15:10:30.001653+00,7.7
2022-05-27 15:11:00.00361+00,-5.2
2022-05-27 15:11:30.001694+00,9.9
2022-05-27 15:12:00.013435+00,1
2022-05-27 15:12:30.002292+00,-4
2022-05-27 15:13:00.014108+00,3.3
2022-05-27 15:13:30.001756+00,-17.1
2022-05-27 15:14:00.011215+00,22.1
2022-05-27 15:14:30.001617+00,4.6
2022-05-27 15:15:00.001959+00,-0.2
2022-05-27 15:15:30.00163+00,-0.8
2022-05-27 15:16:00.011801+00,-6.6
2022-05-27 15:16:30.001606+00,13.8
2022-05-27 15:17:00.003484+00,1.2
2022-05-27 15:17:30.001654+00,3.4
2022-05-27 15:18:00.002486+00,1.1
2022-05-27 15:18:30.001433+00,-12.7
2022-05-27 15:19:00.011714+00,4.2
2022-05-27 15:19:30.001451+00,-2.1
2022-05-27 15:20:00.002773+00,5
2022-05-27 15:20:30.00661+00,6.4
2022-05-27 15:21:00.004305+00,-1.8
2022-05-27 15:21:30.002241+00,2.1
2022-05-27 15:22:00.017109+00,-6.7
2022-05-27 15:22:30.001456+00,6.6
2022-05-27 15:23:00.002691+00,6.7
2022-05-27 15:23:30.0054+00,-28.4
2022-05-27 15:24:00.002766+00,14.9
2022-05-27 15:24:30.001537+00,3.3
2022-05-27 15:25:00.019538+00,5
2022-05-27 15:25:30.001583+00,5.5
2022-05-27 15:26:00.011217+00,-7.9
2022-05-27 15:26:30.001741+00,18.6
2022-05-27 15:27:00.012646+00,10.3
2022-05-27 15:27:30.001669+00,12.3
2022-05-27 15:28:00.003456+00,-3.3
2022-05-27 15:28:30.004341+00,-21.9
2022-05-27 15:29:00.001791+00,18.4
2022-05-27 15:29:30.001599+00,1.5
2022-05-27 15:30:00.011124+00,2.2
2022-05-27 15:30:30.001615+00,3.5
2022-05-27 15:31:00.011023+00,-9.4
2022-05-27 15:31:30.001426+00,14
2022-05-27 15:32:00.014977+00,-1.5
2022-05-27 15:32:30.007153+00,-0.4
2022-05-27 15:33:00.013717+00,1.6
2022-05-27 15:33:30.002855+00,-5
2022-05-27 15:34:00.030282+00,11.6
2022-05-27 15:34:30.001601+00,6.8
2022-05-27 15:35:00.001895+00,-3.9
2022-05-27 15:35:30.00156+00,15.6
2022-05-27 15:36:00.010812+00,-15.4
2022-05-27 15:36:30.00602+00,10.9
2022-05-27 15:37:00.002388+00,9.4
2022-05-27 15:37:30.003546+00,7.1
2022-05-27 15:38:00.016975+00,-5.1
2022-05-27 15:38:30.004964+00,0.2
2022-05-27 15:39:00.001922+00,29.7
2022-05-27 15:39:30.001536+00,3
2022-05-27 15:40:00.003674+00,-43.5
2022-05-27 15:40:30.00342+00,17
2022-05-27 15:41:00.001387+00,-14
2022-05-27 15:41:30.001587+00,13.8
2022-05-27 15:42:00.014066+00,5.3
2022-05-27 15:42:30.002618+00,-7.2
2022-05-27 15:43:00.002296+00,-1.8
2022-05-27 15:43:30.001444+00,17
2022-05-27 15:44:00.010851+00,18.9
2022-05-27 15:44:30.003021+00,-8
2022-05-27 15:45:00.015881+00,-12.3
2022-05-27 15:45:30.001531+00,0.4
2022-05-27 15:46:00.020878+00,9.7
2022-05-27 15:46:30.001506+00,2.9
2022-05-27 15:47:00.012363+00,-0.3
2022-05-27 15:47:30.001509+00,-10.3
2022-05-27 15:48:00.00233+00,-4.5
2022-05-27 15:48:30.001521+00,14.4
2022-05-27 15:49:00.002059+00,30
2022-05-27 15:49:30.006485+00,4.5
2022-05-27 15:50:00.014888+00,-11
2022-05-27 15:50:30.00176+00,8.4
2022-05-27 15:51:00.014988+00,-2.4
2022-05-27 15:51:30.001677+00,-12.4
2022-05-27 15:52:00.003861+00,8.8
2022-05-27 15:52:30.001619+00,-4.6
2022-05-27 15:53:00.014121+00,1.6
2022-05-27 15:53:30.001862+00,2.1
2022-05-27 15:54:00.007276+00,10.2
2022-05-27 15:54:30.002049+00,-1.1
2022-05-27 15:55:00.016949+00,-2.3
2022-05-27 15:55:30.004165+00,18
2022-05-27 15:56:00.018068+00,-10.9
2022-05-27 15:56:30.001533+00,8.6
2022-05-27 15:57:00.003293+00,-0.3
2022-05-27 15:57:30.005411+00,-2.3
2022-05-27 15:58:00.012218+00,-8.4
2022-05-27 15:58:30.002297+00,19.3
2022-05-27 15:59:00.019011+00,20.9
2022-05-27 15:59:30.001969+00,-7.5
2022-05-27 16:00:00.001622+00,-4.1
2022-05-27 16:00:30.005913+00,15.3
2022-05-27 16:01:00.006803+00,7.7
2022-05-27 16:01:30.001563+00,8.6
2022-05-27 16:02:00.018875+00,1.8
2022-05-27 16:02:30.002607+00,-13.5
2022-05-27 16:03:00.010797+00,14.3
2022-05-27 16:03:30.001553+00,6.3
2022-05-27 16:04:00.014233+00,11.4
2022-05-27 16:04:30.00155+00,-1.9
2022-05-27 16:05:00.010803+00,-11.3
2022-05-27 16:05:30.001413+00,21.3
2022-05-27 16:06:00.001503+00,0.5
2022-05-27 16:06:30.001625+00,15.7
2022-05-27 16:07:00.002186+00,16.7
2022-05-27 16:07:30.001732+00,-3
2022-05-27 16:08:00.016889+00,-4.6
2022-05-27 16:08:30.001556+00,-3.4
2022-05-27 16:09:00.018248+00,3.6
2022-05-27 16:09:30.001477+00,3.4
2022-05-27 16:10:00.01652+00,2.1
2022-05-27 16:10:30.001611+00,6.9
2022-05-27 16:11:00.011978+00,-0.1
2022-05-27 16:11:30.001399+00,15.5
2022-05-27 16:12:00.014518+00,9.3
2022-05-27 16:12:30.003191+00,-15.2
2022-05-27 16:13:00.00277+00,0.2
2022-05-27 16:13:30.001515+00,6.2
2022-05-27 16:14:00.012705+00,11.8
2022-05-27 16:14:30.001628+00,-3.9
2022-05-27 16:15:00.00454+00,-3
2022-05-27 16:15:30.001361+00,8.8
2022-05-27 16:16:00.011261+00,2.8
2022-05-27 16:16:30.001565+00,4.6
2022-05-27 16:17:00.001655+00,-2.4
2022-05-27 16:17:30.001605+00,-11
2022-05-27 16:18:00.006934+00,19.8
2022-05-27 16:18:30.002438+00,3.9
2022-05-27 16:19:00.011114+00,-0.4
2022-05-27 16:19:30.001438+00,-11.6
2022-05-27 16:20:00.002594+00,-13.7
2022-05-27 16:20:30.0017+00,16.6
2022-05-27 16:21:00.012242+00,-3.5
2022-05-27 16:21:30.002169+00,22
2022-05-27 16:22:00.003071+00,4.6
2022-05-27 16:22:30.001602+00,-16.5
2022-05-27 16:23:00.01904+00,18
2022-05-27 16:23:30.001602+00,3.2
2022-05-27 16:24:00.001942+00,5.7
2022-05-27 16:24:30.002165+00,-6.3
2022-05-27 16:25:00.017501+00,-9.4
2022-05-27 16:25:30.002492+00,14.1
2022-05-27 16:26:00.012883+00,-7.2
2022-05-27 16:26:30.00174+00,11.2
2022-05-27 16:27:00.003275+00,10.3
2022-05-27 16:27:30.001343+00,-8
2022-05-27 16:28:00.012923+00,18.1
2022-05-27 16:28:30.001939+00,13.4
2022-05-27 16:29:00.021528+00,-1.3
2022-05-27 16:29:30.001679+00,-7
2022-05-27 16:30:00.014275+00,-17.8
2022-05-27 16:30:30.001473+00,10.8
2022-05-27 16:31:00.011781+00,4.7
2022-05-27 16:31:30.001725+00,7
2022-05-27 16:32:00.009119+00,7.8
2022-05-27 16:32:30.001681+00,-6.9
2022-05-27 16:33:00.001612+00,22.5
2022-05-27 16:33:30.001696+00,-6.1
2022-05-27 16:34:00.004507+00,-0.6
2022-05-27 16:34:30.001547+00,11.9
2022-05-27 16:35:00.002464+00,-18.7
2022-05-27 16:35:30.002177+00,10.7
2022-05-27 16:36:00.013903+00,-3.8
2022-05-27 16:36:30.001652+00,9.4
2022-05-27 16:37:00.014867+00,7.6
2022-05-27 16:37:30.001377+00,-18.5
2022-05-27 16:38:00.003336+00,31.4
2022-05-27 16:38:30.001872+00,11.7
2022-05-27 16:39:00.016207+00,-1.2
2022-05-27 16:39:30.001578+00,-8.8
2022-05-27 16:40:00.011221+00,-8.1
2022-05-27 16:40:30.001501+00,18.6
2022-05-27 16:41:00.014104+00,-14.4
2022-05-27 16:41:30.002074+00,5.1
2022-05-27 16:42:00.011786+00,-16.5
2022-05-27 16:42:30.00164+00,6
2022-05-27 16:43:00.01729+00,24.5
2022-05-27 16:43:30.001445+00,9.5
2022-05-27 16:44:00.002111+00,-7.6
2022-05-27 16:44:30.001362+00,-6.2
2022-05-27 16:45:00.00223+00,-9.4
2022-05-27 16:45:30.001878+00,13.1
2022-05-27 16:46:00.01673+00,-2.9
2022-05-27 16:46:30.0017+00,-7.8
2022-05-27 16:47:00.001943+00,2.4
2022-05-27 16:47:30.002178+00,-10
2022-05-27 16:48:00.014132+00,18.9
2022-05-27 16:48:30.001361+00,2.6
2022-05-27 16:49:00.002384+00,-0.5
2022-05-27 16:49:30.001891+00,1.7
2022-05-27 16:50:00.016801+00,-1.8
2022-05-27 16:50:30.001497+00,7.3
2022-05-27 16:51:00.003975+00,4.6
2022-05-27 16:51:30.001578+00,-3
2022-05-27 16:52:00.0159+00,0.1
2022-05-27 16:52:30.001617+00,-20.6
2022-05-27 16:53:00.014554+00,21.9
2022-05-27 16:53:30.002597+00,-1
2022-05-27 16:54:00.002111+00,0.9
2022-05-27 16:54:30.001499+00,8.2
2022-05-27 16:55:00.014978+00,5.6
2022-05-27 16:55:30.002114+00,16.5
2022-05-27 16:56:00.001458+00,-6.6
2022-05-27 16:56:30.001869+00,-0.6
2022-05-27 16:57:00.005832+00,6.8
2022-05-27 16:57:30.00146+00,-17.4
2022-05-27 16:58:00.002709+00,31.1
2022-05-27 16:58:30.001474+00,-7.2
2022-05-27 16:59:00.001827+00,-2
2022-05-27 16:59:30.004299+00,7.7
2022-05-27 17:00:00.016802+00,-5
2022-05-27 17:00:30.001724+00,14.2
2022-05-27 17:01:00.01265+00,-0.6
2022-05-27 17:01:30.003287+00,8.7
2022-05-27 17:02:00.011736+00,2.3
2022-05-27 17:02:30.004111+00,-6.9
2022-05-27 17:03:00.002422+00,10.7
2022-05-27 17:03:30.002315+00,-2.1
2022-05-27 17:04:00.002249+00,2.5
2022-05-27 17:04:30.003818+00,-0.6
2022-05-27 17:05:00.0023+00,-8.4
2022-05-27 17:05:30.00501+00,14.7
2022-05-27 17:06:00.003137+00,7.6
2022-05-27 17:06:30.001539+00,3.4
2022-05-27 17:07:00.003514+00,-1.9
2022-05-27 17:07:30.001959+00,-20.5
2022-05-27 17:08:00.008576+00,19.9
2022-05-27 17:08:30.001363+00,-3.3
2022-05-27 17:09:00.002178+00,-6.6
2022-05-27 17:09:30.002645+00,20.5
2022-05-27 17:10:00.00523+00,-2
2022-05-27 17:10:30.002119+00,11.4
2022-05-27 17:11:00.003096+00,5.5
2022-05-27 17:11:30.001367+00,10.3
2022-05-27 17:12:00.002092+00,3.8
2022-05-27 17:12:30.002009+00,-27.3
2022-05-27 17:13:00.007038+00,-0.6
2022-05-27 17:13:30.003218+00,-8.1
2022-05-27 17:14:00.01514+00,0.7
2022-05-27 17:14:30.001526+00,16.9
2022-05-27 17:15:00.003402+00,-11.5
