time_stamp,battery_power_kw
2022-05-26 11:59:00.014815+00,16.7
2022-05-26 11:59:30.002209+00,-8.7
2022-05-26 12:00:00.014933+00,-0.2
2022-05-26 12:00:30.001983+00,13.9
2022-05-26 12:01:00.002714+00,-12.9
2022-05-26 12:01:30.002667+00,22.9
2022-05-26 12:02:00.002344+00,4.5
2022-05-26 12:02:30.002047+00,-10.7
2022-05-26 12:03:00.00389+00,13.2
2022-05-26 12:03:30.001515+00,-11.5
2022-05-26 12:04:00.018611+00,13.9
2022-05-26 12:04:30.002723+00,-5
2022-05-26 12:05:00.011214+00,15.4
2022-05-26 12:05:30.001507+00,7.3
2022-05-26 12:06:00.001645+00,-19.6
2022-05-26 12:06:30.001423+00,22.1
2022-05-26 12:07:00.012514+00,13.1
2022-05-26 12:07:30.001428+00,1.4
2022-05-26 12:08:00.003242+00,-0.1
2022-05-26 12:08:30.001574+00,-5.3
2022-05-26 12:09:00.001566+00,13.5
2022-05-26 12:09:30.001757+00,-1.3
2022-05-26 12:10:00.001584+00,2.8
2022-05-26 12:10:30.001632+00,0.1
2022-05-26 12:11:00.006931+00,-16.1
2022-05-26 12:11:30.001725+00,23.3
2022-05-26 12:12:00.014919+00,10.6
2022-05-26 12:12:30.001844+00,8.1
2022-05-26 12:13:00.022726+00,9.9
2022-05-26 12:13:30.001698+00,0.5
2022-05-26 12:14:00.011942+00,11.3
2022-05-26 12:14:30.006075+00,1.2
2022-05-26 12:15:00.002187+00,3.8
2022-05-26 12:15:30.001746+00,-3
2022-05-26 12:16:00.002477+00,-9.1
2022-05-26 12:16:30.003236+00,22
2022-05-26 12:17:00.008437+00,-7
2022-05-26 12:17:30.001603+00,17.4
2022-05-26 12:18:00.001456+00,5.5
2022-05-26 12:18:30.001938+00,-1.1
2022-05-26 12:19:00.005591+00,4.6
2022-05-26 12:19:30.001464+00,-5.8
2022-05-26 12:20:00.015191+00,13.4
2022-05-26 12:20:30.00188+00,-3.2
2022-05-26 12:21:00.011489+00,-3.2
2022-05-26 12:21:30.002032+00,5.4
2022-05-26 12:22:00.002246+00,-15.1
2022-05-26 12:22:30.001642+00,19.9
2022-05-26 12:23:00.015926+00,2.1
2022-05-26 12:23:30.001464+00,13.3
2022-05-26 12:24:00.002052+00,-9.5
2022-05-26 12:24:30.001612+00,-8.4
2022-05-26 12:25:00.001736+00,17.8
2022-05-26 12:25:30.001788+00,-8.2
2022-05-26 12:26:00.012634+00,-7.9
2022-05-26 12:26:30.001827+00,4.9
2022-05-26 12:27:00.001984+00,-14.5
2022-05-26 12:27:30.001531+00,12.6
2022-05-26 12:28:00.003791+00,7.5
2022-05-26 12:28:30.001606+00,3.6
2022-05-26 12:29:00.0016+00,-3.2
2022-05-26 12:29:30.001605+00,-6.4
2022-05-26 12:30:00.026054+00,10.8
2022-05-26 12:30:30.002735+00,-0.1
2022-05-26 12:31:00.01162+00,20
2022-05-26 12:31:30.004028+00,-5.3
2022-05-26 12:32:00.014662+00,-9.6
2022-05-26 12:32:30.00257+00,6.6
2022-05-26 12:33:00.006773+00,7.9
2022-05-26 12:33:30.002695+00,17.6
2022-05-26 12:34:00.015681+00,-1.8
2022-05-26 12:34:30.001465+00,-5.5
2022-05-26 12:35:00.002127+00,12.9
2022-05-26 12:35:30.001526+00,-10.8
2022-05-26 12:36:00.001955+00,24.6
2022-05-26 12:36:30.002769+00,-3.4
2022-05-26 12:37:00.002706+00,2.4
2022-05-26 12:37:30.004422+00,-5.4
2022-05-26 12:38:00.012257+00,-9.2
2022-05-26 12:38:30.001628+00,18.3
2022-05-26 12:39:00.002088+00,0.4
2022-05-26 12:39:30.002691+00,14.5
2022-05-26 12:40:00.01127+00,0
2022-05-26 12:40:30.004169+00,-10.6
2022-05-26 12:41:00.006127+00,19.7
2022-05-26 12:41:30.001661+00,12.6
2022-05-26 12:42:00.010522+00,3.2
2022-05-26 12:42:30.002137+00,2.4
2022-05-26 12:43:00.019056+00,-13.8
2022-05-26 12:43:30.001926+00,11.7
2022-05-26 12:44:00.002147+00,-2.3
2022-05-26 12:44:30.001501+00,14.1
2022-05-26 12:45:00.002119+00,4.5
2022-05-26 12:45:30.002543+00,-15.5
2022-05-26 12:46:00.018599+00,19.4
2022-05-26 12:46:30.001569+00,11
2022-05-26 12:47:00.012499+00,7.5
2022-05-26 12:47:30.001871+00,-13.7
2022-05-26 12:48:00.002033+00,-9.8
2022-05-26 12:48:30.001578+00,13.5
2022-05-26 12:49:00.006193+00,4.5
2022-05-26 12:49:30.006027+00,12.4
2022-05-26 12:50:00.01405+00,-5
2022-05-26 12:50:30.001742+00,-7.5
2022-05-26 12:51:00.001726+00,10.6
2022-05-26 12:51:30.001409+00,6.1
2022-05-26 12:52:00.011007+00,8.5
2022-05-26 12:52:30.001365+00,1.6
2022-05-26 12:53:00.003135+00,-1.4
2022-05-26 12:53:30.001495+00,11.9
2022-05-26 12:54:00.011335+00,-24.6
2022-05-26 12:54:30.010096+00,21.2
2022-05-26 12:55:00.012725+00,4.5
2022-05-26 12:55:30.001906+00,2.5
2022-05-26 12:56:00.010435+00,-0.5
2022-05-26 12:56:30.002601+00,-12.3
2022-05-26 12:57:00.002283+00,15.1
2022-05-26 12:57:30.001991+00,-2.1
2022-05-26 12:58:00.02306+00,14
2022-05-26 12:58:30.001496+00,5
2022-05-26 12:59:00.0027+00,-23.2
2022-05-26 12:59:30.002104+00,11.7
2022-05-26 13:00:00.001954+00,4.2
2022-05-26 13:00:30.001565+00,3.8
2022-05-26 13:01:00.002604+00,10.3
2022-05-26 13:01:30.002864+00,-16.6
2022-05-26 13:02:00.014958+00,9.7
2022-05-26 13:02:30.001373+00,9.2
2022-05-26 13:03:00.008463+00,11.8
2022-05-26 13:03:30.008824+00,-5.6
2022-05-26 13:04:00.001985+00,-10.7
2022-05-26 13:04:30.002219+00,13.2
2022-05-26 13:05:00.010849+00,11.7
2022-05-26 13:05:30.001485+00,5.4
2022-05-26 13:06:00.002064+00,-6.7
2022-05-26 13:06:30.001527+00,-5.3
2022-05-26 13:07:00.021053+00,4.3
2022-05-26 13:07:30.00139+00,6.1
2022-05-26 13:08:00.003888+00,11.3
2022-05-26 13:08:30.002701+00,-6.5
2022-05-26 13:09:00.00144+00,-10.8
2022-05-26 13:09:30.001674+00,19.7
2022-05-26 13:10:00.002162+00,-9.7
2022-05-26 13:10:30.001484+00,6.2
2022-05-26 13:11:00.011962+00,-12.3
2022-05-26 13:11:30.003408+00,-1.4
2022-05-26 13:12:00.013612+00,11.5
2022-05-26 13:12:30.001591+00,-8
2022-05-26 13:13:00.002325+00,19.3
2022-05-26 13:13:30.001998+00,-4.2
2022-05-26 13:14:00.006164+00,17.7
2022-05-26 13:14:30.001564+00,6.7
2022-05-26 13:15:00.016382+00,-11.8
2022-05-26 13:15:30.001653+00,11
2022-05-26 13:16:00.014876+00,-2.2
2022-05-26 13:16:30.002618+00,6.5
2022-05-26 13:17:00.018743+00,5.3
2022-05-26 13:17:30.002681+00,-14.2
2022-05-26 13:18:00.001525+00,21.8
2022-05-26 13:18:30.001461+00,1
2022-05-26 13:19:00.002132+00,13.1
2022-05-26 13:19:30.001548+00,2.6
2022-05-26 13:20:00.003262+00,-21.3
2022-05-26 13:20:30.001603+00,12.7
2022-05-26 13:21:00.001729+00,3.1
2022-05-26 13:21:30.001534+00,2.8
2022-05-26 13:22:00.002158+00,-13.4
2022-05-26 13:22:30.001669+00,-10.3
2022-05-26 13:23:00.002715+00,18.4
2022-05-26 13:23:30.001533+00,0.3
2022-05-26 13:24:00.002454+00,9.4
2022-05-26 13:24:30.005727+00,8.5
2022-05-26 13:25:00.002527+00,-11
2022-05-26 13:25:30.001713+00,18.5
2022-05-26 13:26:00.002211+00,-6.6
2022-05-26 13:26:30.005571+00,0.6
2022-05-26 13:27:00.005171+00,-15.8
2022-05-26 13:27:30.002721+00,-3.6
2022-05-26 13:28:00.006785+00,26.7
2022-05-26 13:28:30.001827+00,-1.4
2022-05-26 13:29:00.007459+00,8
2022-05-26 13:29:30.006993+00,-4.2
2022-05-26 13:30:00.014724+00,-0.1
2022-05-26 13:30:30.001343+00,6.9
2022-05-26 13:31:00.016991+00,-1.3
2022-05-26 13:31:30.001636+00,4.4
2022-05-26 13:32:00.011858+00,-10.6
2022-05-26 13:32:30.001471+00,-9
2022-05-26 13:33:00.016135+00,19.1
2022-05-26 13:33:30.001667+00,-20.1
2022-05-26 13:34:00.006732+00,23.5
2022-05-26 13:34:30.00162+00,9.1
2022-05-26 13:35:00.002015+00,5.2
2022-05-26 13:35:30.001909+00,-1.8
2022-05-26 13:36:00.01264+00,-14.7
2022-05-26 13:36:30.001453+00,20.2
2022-05-26 13:37:00.002465+00,5.2
2022-05-26 13:37:30.003419+00,-7.2
2022-05-26 13:38:00.011415+00,4.3
2022-05-26 13:38:30.003133+00,-14.8
2022-05-26 13:39:00.011037+00,16.4
2022-05-26 13:39:30.001379+00,0.1
2022-05-26 13:40:00.011671+00,1.3
2022-05-26 13:40:30.001682+00,3.8
2022-05-26 13:41:00.006235+00,5.2
2022-05-26 13:41:30.00152+00,13.3
2022-05-26 13:42:00.002355+00,-3.2
2022-05-26 13:42:30.001518+00,-0.3
2022-05-26 13:43:00.003423+00,0.5
2022-05-26 13:43:30.002781+00,-12.9
2022-05-26 13:44:00.003584+00,16.2
2022-05-26 13:44:30.002282+00,3.9
2022-05-26 13:45:00.002158+00,3.4
2022-05-26 13:45:30.001912+00,1.7
2022-05-26 13:46:00.013487+00,1
2022-05-26 13:46:30.001569+00,9.5
2022-05-26 13:47:00.002025+00,-6.3
2022-05-26 13:47:30.001506+00,12.3
2022-05-26 13:48:00.005659+00,-6.3
2022-05-26 13:48:30.001913+00,-9.4
2022-05-26 13:49:00.004855+00,10.9
2022-05-26 13:49:30.001391+00,-15.1
2022-05-26 13:50:00.002142+00,16.6
2022-05-26 13:50:30.001494+00,0.1
2022-05-26 13:51:00.001899+00,6.5
2022-05-26 13:51:30.001996+00,-0.1
2022-05-26 13:52:00.003363+00,-10.4
2022-05-26 13:52:30.006033+00,21.1
2022-05-26 13:53:00.013905+00,-9.7
2022-05-26 13:53:30.003565+00,3.2
2022-05-26 13:54:00.014231+00,8.9
2022-05-26 13:54:30.001533+00,-19.9
2022-05-26 13:55:00.010681+00,19
2022-05-26 13:55:30.001562+00,2.6
2022-05-26 13:56:00.014382+00,11.9
2022-05-26 13:56:30.002175+00,-2.4
2022-05-26 13:57:00.012886+00,-2.7
2022-05-26 13:57:30.004489+00,28.5
2022-05-26 13:58:00.012471+00,-5.6
2022-05-26 13:58:30.00146+00,3.6
2022-05-26 13:59:00.002336+00,-4.7
2022-05-26 13:59:30.002161+00,-10.3
2022-05-26 14:00:00.007046+00,1.9
2022-05-26 14:00:30.001423+00,1.3
2022-05-26 14:01:00.004983+00,11.5
2022-05-26 14:01:30.002635+00,-5.5
2022-05-26 14:02:00.002133+00,-1.2
2022-05-26 14:02:30.001321+00,15.6
2022-05-26 14:03:00.002115+00,-4.5
2022-05-26 14:03:30.001504+00,15.2
2022-05-26 14:04:00.002085+00,1.4
2022-05-26 14:04:30.001391+00,-11.2
2022-05-26 14:05:00.00219+00,6.9
2022-05-26 14:05:30.001431+00,-17.9
2022-05-26 14:06:00.008505+00,14.5
2022-05-26 14:06:30.001616+00,-1.4
2022-05-26 14:07:00.01716+00,-2.3
2022-05-26 14:07:30.002033+00,23.5
2022-05-26 14:08:00.016138+00,-15
2022-05-26 14:08:30.00168+00,19.3
2022-05-26 14:09:00.01561+00,5
2022-05-26 14:09:30.008378+00,5.2
2022-05-26 14:10:00.001631+00,-0.9
2022-05-26 14:10:30.001577+00,-22
2022-05-26 14:11:00.013891+00,18.1
2022-05-26 14:11:30.002229+00,-3.7
2022-05-26 14:12:00.002097+00,3.3
2022-05-26 14:12:30.001879+00,6.6
2022-05-26 14:13:00.01409+00,-15.9
2022-05-26 14:13:30.002135+00,24.3
2022-05-26 14:14:00.013467+00,8.5
2022-05-26 14:14:30.001445+00,-13.9
2022-05-26 14:15:00.005009+00,8
2022-05-26 14:15:30.00141+00,-5
2022-05-26 14:16:00.012969+00,8.5
2022-05-26 14:16:30.002013+00,-3.7
2022-05-26 14:17:00.00254+00,-4.1
2022-05-26 14:17:30.00134+00,5.6
2022-05-26 14:18:00.008351+00,-10
2022-05-26 14:18:30.00159+00,19.4
2022-05-26 14:19:00.00195+00,-4.6
2022-05-26 14:19:30.005144+00,0.1
2022-05-26 14:20:00.006054+00,5.9
2022-05-26 14:20:30.001506+00,-9.5
2022-05-26 14:21:00.015083+00,17.2
2022-05-26 14:21:30.001439+00,-2.6
2022-05-26 14:22:00.007469+00,4.7
2022-05-26 14:22:30.001465+00,-2.5
2022-05-26 14:23:00.007682+00,-3.7
2022-05-26 14:23:30.002422+00,16.3
2022-05-26 14:24:00.002333+00,-2.7
2022-05-26 14:24:30.006015+00,13.5
2022-05-26 14:25:00.017901+00,-0.5
2022-05-26 14:25:30.005201+00,-4.7
2022-05-26 14:26:00.004669+00,9.4
2022-05-26 14:26:30.002628+00,-9.9
2022-05-26 14:27:00.002391+00,14
2022-05-26 14:27:30.002063+00,-3.6
2022-05-26 14:28:00.002771+00,-4.5
2022-05-26 14:28:30.001394+00,2.8
2022-05-26 14:29:00.001363+00,-7.2
2022-05-26 14:29:30.001749+00,17.9
2022-05-26 14:30:00.01412+00,1.6
2022-05-26 14:30:30.001471+00,14.6
2022-05-26 14:31:00.003854+00,-7
2022-05-26 14:31:30.001529+00,-6.4
2022-05-26 14:32:00.011144+00,17.9
2022-05-26 14:32:30.00143+00,-2.8
2022-05-26 14:33:00.014096+00,-6.5
2022-05-26 14:33:30.001495+00,-8.1
2022-05-26 14:34:00.012582+00,-2.8
2022-05-26 14:34:30.002164+00,9
2022-05-26 14:35:00.023872+00,15.1
2022-05-26 14:35:30.00136+00,6.2
2022-05-26 14:36:00.015236+00,-8.6
2022-05-26 14:36:30.001988+00,-2.6
2022-05-26 14:37:00.002108+00,11.2
2022-05-26 14:37:30.002079+00,5.1
2022-05-26 14:38:00.012811+00,2.1
2022-05-26 14:38:30.001522+00,2.3
2022-05-26 14:39:00.010791+00,-14.4
2022-05-26 14:39:30.001539+00,1
2022-05-26 14:40:00.002402+00,9.2
2022-05-26 14:40:30.003412+00,14.9
2022-05-26 14:41:00.002119+00,-7
2022-05-26 14:41:30.001846+00,5.4
2022-05-26 14:42:00.002093+00,12.3
2022-05-26 14:42:30.001489+00,-20.5
2022-05-26 14:43:00.010955+00,12.7
2022-05-26 14:43:30.002157+00,-0.3
2022-05-26 14:44:00.013074+00,-1.3
2022-05-26 14:44:30.001371+00,-14.7
2022-05-26 14:45:00.002843+00,5.2
2022-05-26 14:45:30.001498+00,20.3
2022-05-26 14:46:00.002708+00,-7.1
2022-05-26 14:46:30.006846+00,9.3
2022-05-26 14:47:00.01546+00,1.4
2022-05-26 14:47:30.001699+00,-14.9
2022-05-26 14:48:00.014265+00,20.7
2022-05-26 14:48:30.00155+00,3.3
2022-05-26 14:49:00.012727+00,6.7
2022-05-26 14:49:30.00137+00,-10.2
2022-05-26 14:50:00.014746+00,-10.3
2022-05-26 14:50:30.001812+00,25.3
2022-05-26 14:51:00.013232+00,-0.7
2022-05-26 14:51:30.001515+00,12.4
2022-05-26 14:52:00.001908+00,4.4
2022-05-26 14:52:30.001647+00,-15.2
2022-05-26 14:53:00.014759+00,20.4
2022-05-26 14:53:30.002622+00,3.6
2022-05-26 14:54:00.014217+00,-31.9
2022-05-26 14:54:30.001396+00,21.6
2022-05-26 14:55:00.014026+00,-35.6
2022-05-26 14:55:30.001451+00,77.6
2022-05-26 14:56:00.011992+00,47.2
2022-05-26 14:56:30.001524+00,-9.3
2022-05-26 14:57:00.016694+00,-0.1
2022-05-26 14:57:30.001587+00,-1.1
2022-05-26 14:58:00.016737+00,15.6
2022-05-26 14:58:30.001306+00,-2.1
2022-05-26 14:59:00.003315+00,2.5
2022-05-26 14:59:30.00381+00,-1.5
2022-05-26 15:00:00.010832+00,-9.7
2022-05-26 15:00:30.001315+00,17.5
2022-05-26 15:01:00.004801+00,-13.1
2022-05-26 15:01:30.002363+00,22.4
2022-05-26 15:02:00.005151+00,2.2
2022-05-26 15:02:30.001424+00,-0.4
2022-05-26 15:03:00.001951+00,0.3
2022-05-26 15:03:30.001604+00,3.3
2022-05-26 15:04:00.004097+00,9.6
2022-05-26 15:04:30.002568+00,1.3
2022-05-26 15:05:00.001406+00,-2.9
2022-05-26 15:05:30.00149+00,7.4
2022-05-26 15:06:00.013097+00,-20.2
2022-05-26 15:06:30.002666+00,17.6
2022-05-26 15:07:00.011251+00,-0.2
2022-05-26 15:07:30.00144+00,4.2
2022-05-26 15:08:00.00412+00,2.8
2022-05-26 15:08:30.002621+00,-4
2022-05-26 15:09:00.001498+00,4
2022-05-26 15:09:30.003147+00,4.2
2022-05-26 15:10:00.016583+00,20.5
2022-05-26 15:10:30.001423+00,-10.1
2022-05-26 15:11:00.014056+00,-13.1
2022-05-26 15:11:30.005674+00,24.3
2022-05-26 15:12:00.003145+00,-12.1
2022-05-26 15:12:30.003008+00,12.6
2022-05-26 15:13:00.005607+00,4.5
2022-05-26 15:13:30.00147+00,2.4
2022-05-26 15:14:00.003081+00,-0.9
2022-05-26 15:14:30.003023+00,-8.9
2022-05-26 15:15:00.008369+00,26.2
2022-05-26 15:15:30.004011+00,1.5
2022-05-26 15:16:00.008312+00,-1.3
2022-05-26 15:16:30.00233+00,2.5
2022-05-26 15:17:00.006014+00,-5.6
2022-05-26 15:17:30.002033+00,14.2
2022-05-26 15:18:00.002045+00,1.8
2022-05-26 15:18:30.001383+00,-0.2
2022-05-26 15:19:00.001921+00,-1.3
2022-05-26 15:19:30.001719+00,12.6
2022-05-26 15:20:00.002526+00,14.4
2022-05-26 15:20:30.001881+00,1.2
2022-05-26 15:21:00.017195+00,23
2022-05-26 15:21:30.005706+00,-7.6
2022-05-26 15:22:00.011675+00,-1.2
2022-05-26 15:22:30.002835+00,-6.4
2022-05-26 15:23:00.002864+00,-15.6
2022-05-26 15:23:30.001457+00,22.2
2022-05-26 15:24:00.012123+00,-2.8
2022-05-26 15:24:30.004526+00,-3.3
2022-05-26 15:25:00.012625+00,3
2022-05-26 15:25:30.002741+00,-15.9
2022-05-26 15:26:00.001545+00,22.4
2022-05-26 15:26:30.0016+00,-2.1
2022-05-26 15:27:00.006291+00,2
2022-05-26 15:27:30.002321+00,-10.3
2022-05-26 15:28:00.004423+00,-19.9
2022-05-26 15:28:30.001516+00,15.2
2022-05-26 15:29:00.01821+00,-10.3
2022-05-26 15:29:30.00153+00,12.9
2022-05-26 15:30:00.010909+00,-2.3
2022-05-26 15:30:30.001502+00,-13.2
2022-05-26 15:31:00.016024+00,15.6
2022-05-26 15:31:30.001913+00,11.9
2022-05-26 15:32:00.002142+00,1.5
2022-05-26 15:32:30.001661+00,-5.7
2022-05-26 15:33:00.004447+00,-2.4
2022-05-26 15:33:30.003937+00,13.5
2022-05-26 15:34:00.012631+00,-14.8
2022-05-26 15:34:30.001576+00,21
2022-05-26 15:35:00.002144+00,-0.7
2022-05-26 15:35:30.001722+00,-6
2022-05-26 15:36:00.011699+00,22.6
2022-05-26 15:36:30.002812+00,-12.6
2022-05-26 15:37:00.001953+00,16.8
2022-05-26 15:37:30.002585+00,4.2
2022-05-26 15:38:00.010918+00,2
2022-05-26 15:38:30.001563+00,2
2022-05-26 15:39:00.021719+00,-24.6
2022-05-26 15:39:30.00155+00,24.8
2022-05-26 15:40:00.024241+00,6.8
2022-05-26 15:40:30.00167+00,1.1
2022-05-26 15:41:00.006337+00,-0.3
2022-05-26 15:41:30.001351+00,3.9
2022-05-26 15:42:00.011674+00,8.5
2022-05-26 15:42:30.009173+00,8
2022-05-26 15:43:00.004464+00,15.4
2022-05-26 15:43:30.001513+00,-1.7
2022-05-26 15:44:00.013726+00,-21.4
2022-05-26 15:44:30.002705+00,-2.3
2022-05-26 15:45:00.002179+00,-12.1
2022-05-26 15:45:30.001458+00,22.8
2022-05-26 15:46:00.001549+00,9.1
2022-05-26 15:46:30.001807+00,8.6
2022-05-26 15:47:00.014136+00,-3.8
2022-05-26 15:47:30.001526+00,1.3
2022-05-26 15:48:00.004174+00,19.5
2022-05-26 15:48:30.006068+00,-1.9
2022-05-26 15:49:00.014243+00,-12.5
2022-05-26 15:49:30.002082+00,3.9
2022-05-26 15:50:00.002091+00,-8.9
2022-05-26 15:50:30.004104+00,16.6
2022-05-26 15:51:00.01271+00,3
2022-05-26 15:51:30.003327+00,11.7
2022-05-26 15:52:00.003103+00,-4.5
2022-05-26 15:52:30.001422+00,-0.3
2022-05-26 15:53:00.014256+00,20
2022-05-26 15:53:30.001569+00,0.4
2022-05-26 15:54:00.017842+00,11.5
2022-05-26 15:54:30.001738+00,6
2022-05-26 15:55:00.013622+00,-2.6
2022-05-26 15:55:30.002188+00,-3.4
2022-05-26 15:56:00.002332+00,12.1
2022-05-26 15:56:30.001379+00,13
2022-05-26 15:57:00.011782+00,-10.3
2022-05-26 15:57:30.001665+00,0.5
2022-05-26 15:58:00.016083+00,30.8
2022-05-26 15:58:30.001725+00,-2.3
2022-05-26 15:59:00.010706+00,22
2022-05-26 15:59:30.00141+00,-1.8
2022-05-26 16:00:00.001684+00,-8.2
2022-05-26 16:00:20.00149+00,-5.9
2022-05-26 16:00:40.00149+00,-8.9
2022-05-26 16:01:00.010175+00,-19.3
2022-05-26 16:01:20.001675+00,23
2022-05-26 16:01:40.001675+00,0.2
2022-05-26 16:02:00.016533+00,-7.6
2022-05-26 16:02:20.016533+00,-3.6
2022-05-26 16:02:40.001623+00,6.6
2022-05-26 16:03:00.002221+00,6
2022-05-26 16:03:20.002221+00,0.6
2022-05-26 16:03:40.001497+00,-11.9
2022-05-26 16:04:00.002191+00,23.5
2022-05-26 16:04:20.002191+00,13.5
2022-05-26 16:04:40.001605+00,5.4
2022-05-26 16:05:00.012475+00,0.6
2022-05-26 16:05:20.012475+00,-0.6
2022-05-26 16:05:40.001965+00,-3.6
2022-05-26 16:06:00.002332+00,-12.1
2022-05-26 16:06:20.002332+00,-2.1
2022-05-26 16:06:40.001605+00,18.2
2022-05-26 16:07:00.011524+00,-0.8
2022-05-26 16:07:20.011524+00,-8
2022-05-26 16:07:40.003374+00,7.7
2022-05-26 16:08:00.004543+00,8
2022-05-26 16:08:20.004543+00,0.8
2022-05-26 16:08:40.005338+00,-7.5
2022-05-26 16:09:00.011756+00,16.8
2022-05-26 16:09:20.011756+00,6.8
2022-05-26 16:09:40.001633+00,-7.9
2022-05-26 16:10:00.001991+00,14.3
2022-05-26 16:10:20.001991+00,4.3
2022-05-26 16:10:40.001727+00,6.6
2022-05-26 16:11:00.010561+00,-3.7
2022-05-26 16:11:20.010561+00,3.7
2022-05-26 16:11:40.001503+00,5.7
2022-05-26 16:12:00.002617+00,-14.4
2022-05-26 16:12:20.002617+00,4.4
2022-05-26 16:12:40.001536+00,13.2
2022-05-26 16:13:00.002595+00,-1.8
2022-05-26 16:13:20.002595+00,-1.8
2022-05-26 16:13:40.005214+00,4.4
2022-05-26 16:14:00.014438+00,5.2
2022-05-26 16:14:20.014438+00,2
2022-05-26 16:14:40.00277+00,1.8
2022-05-26 16:15:00.011175+00,18.9
2022-05-26 16:15:20.011175+00,8.9
2022-05-26 16:15:40.002396+00,-2
2022-05-26 16:16:00.003751+00,10.8
2022-05-26 16:16:30.005695+00,-5.5
2022-05-26 16:17:00.013701+00,-13.8
2022-05-26 16:17:30.001645+00,9
2022-05-26 16:18:00.011445+00,-7.3
2022-05-26 16:18:30.00594+00,-3.3
2022-05-26 16:19:00.010808+00,1.1
2022-05-26 16:19:30.001551+00,1.5
2022-05-26 16:20:00.01229+00,4.3
2022-05-26 16:20:30.001485+00,5.8
2022-05-26 16:21:00.001489+00,21.4
2022-05-26 16:21:30.00141+00,-10.6
2022-05-26 16:22:00.005996+00,1.2
2022-05-26 16:22:30.001834+00,3.9
2022-05-26 16:23:00.003656+00,-9.9
2022-05-26 16:23:30.001706+00,16.1
2022-05-26 16:24:00.018544+00,6.1
2022-05-26 16:24:30.001549+00,9.6
2022-05-26 16:25:00.020529+00,0.2
2022-05-26 16:25:30.001669+00,-7.7
2022-05-26 16:26:00.014118+00,25.1
2022-05-26 16:26:30.001758+00,0.9
2022-05-26 16:27:00.001627+00,-12.6
2022-05-26 16:27:30.001606+00,10.5
2022-05-26 16:28:00.014213+00,-16.1
2022-05-26 16:28:30.001691+00,9.3
2022-05-26 16:29:00.011327+00,-4.1
2022-05-26 16:29:30.001572+00,4
2022-05-26 16:30:00.01087+00,-2.9
2022-05-26 16:30:30.001415+00,-7.5
2022-05-26 16:31:00.013878+00,20.1
2022-05-26 16:31:30.001598+00,-3.6
2022-05-26 16:32:00.015964+00,5.9
2022-05-26 16:32:30.00209+00,5
2022-05-26 16:33:00.006716+00,-13.7
2022-05-26 16:33:30.001558+00,9.3
2022-05-26 16:34:00.018905+00,-0.3
2022-05-26 16:34:30.002347+00,10.5
2022-05-26 16:35:00.013903+00,-4
2022-05-26 16:35:30.001502+00,-8.7
2022-05-26 16:36:00.001916+00,9.9
2022-05-26 16:36:30.001747+00,-5.6
2022-05-26 16:37:00.011605+00,24.1
2022-05-26 16:37:30.004034+00,6.4
2022-05-26 16:38:00.001739+00,-7.7
2022-05-26 16:38:30.001434+00,-1.1
2022-05-26 16:39:00.021978+00,-14.8
2022-05-26 16:39:30.001584+00,20.4
2022-05-26 16:40:00.006039+00,-5.2
2022-05-26 16:40:30.005186+00,-3.4
2022-05-26 16:41:00.017167+00,19.8
2022-05-26 16:41:30.001967+00,-11.4
2022-05-26 16:42:00.002002+00,17.7
2022-05-26 16:42:30.00151+00,-2.2
2022-05-26 16:43:00.002932+00,2.5
2022-05-26 16:43:30.001641+00,-2.1
2022-05-26 16:44:00.002642+00,-6.8
2022-05-26 16:44:30.001443+00,20.9
2022-05-26 16:45:00.014949+00,-10
2022-05-26 16:45:30.007858+00,4.7
2022-05-26 16:46:00.001964+00,6.1
2022-05-26 16:46:30.001654+00,-8.4
2022-05-26 16:47:00.00589+00,15.4
2022-05-26 16:47:30.001507+00,7.8
2022-05-26 16:48:00.002403+00,5.1
2022-05-26 16:48:30.002249+00,-1.5
2022-05-26 16:49:00.00271+00,-15.7
2022-05-26 16:49:30.001386+00,19.9
2022-05-26 16:50:00.014082+00,-12.8
2022-05-26 16:50:30.001353+00,14
2022-05-26 16:51:00.016544+00,-0.8
2022-05-26 16:51:30.004195+00,9.9
2022-05-26 16:52:00.002659+00,3.8
2022-05-26 16:52:30.001416+00,-8
2022-05-26 16:53:00.020122+00,15.8
2022-05-26 16:53:30.00164+00,13.1
2022-05-26 16:54:00.010023+00,6.6
2022-05-26 16:54:30.004637+00,-4.8
2022-05-26 16:55:00.015715+00,-12.5
2022-05-26 16:55:30.001606+00,11.5
2022-05-26 16:56:00.00438+00,3.3
2022-05-26 16:56:30.001483+00,-3
2022-05-26 16:57:00.014069+00,3.6
2022-05-26 16:57:30.001599+00,-7.5
2022-05-26 16:58:00.012099+00,10.9
2022-05-26 16:58:30.001587+00,2.1
2022-05-26 16:59:00.00701+00,14.4
2022-05-26 16:59:30.002858+00,-2.1
2022-05-26 17:00:00.002321+00,0.6
2022-05-26 17:00:30.001716+00,10.7
2022-05-26 17:01:00.005543+00,-2.7
2022-05-26 17:01:30.001497+00,-3.2
2022-05-26 17:02:00.004718+00,8.4
2022-05-26 17:02:30.001655+00,-4.2
2022-05-26 17:03:00.001959+00,5.1
2022-05-26 17:03:30.002313+00,-2.2
2022-05-26 17:04:00.015868+00,22
2022-05-26 17:04:30.006092+00,-13.2
