time_stamp,battery_power_kw,interpolated_battery_power_kw
2022-05-26 10:04:00,-122.30000000000001,-122.30000000000001
2022-05-26 10:05:00,-80.2,-80.2
2022-05-26 10:06:00,-64.0,-64.0
2022-05-26 10:07:00,-76.5,-76.5
2022-05-26 10:08:00,-49.9,-49.9
2022-05-26 10:09:00,-86.19999999999999,-86.19999999999999
2022-05-26 10:10:00,-59.0,-59.0
2022-05-26 10:11:00,-58.7,-58.7
2022-05-26 10:12:00,-62.0,-62.0
2022-05-26 10:13:00,-34.6,-34.6
2022-05-26 10:14:00,-67.5,-67.5
2022-05-26 10:15:00,-58.5,-58.5
2022-05-26 10:16:00,-38.6,-38.6
2022-05-26 10:17:00,-59.0,-59.0
2022-05-26 10:18:00,-13.8,-13.8
2022-05-26 10:19:00,-51.7,-51.7
2022-05-26 10:20:00,-36.4,-36.4
2022-05-26 10:21:00,-23.900000000000002,-23.900000000000002
2022-05-26 10:22:00,-36.5,-36.5
2022-05-26 10:23:00,-22.400000000000002,-22.400000000000002
2022-05-26 10:24:00,-33.9,-33.9
2022-05-26 10:25:00,-37.9,-37.9
2022-05-26 10:26:00,-21.1,-21.1
2022-05-26 10:27:00,-24.4,-24.4
2022-05-26 10:28:00,-4.400000000000002,-4.400000000000002
2022-05-26 10:29:00,-32.6,-32.6
2022-05-26 10:30:00,-31.4,-31.4
2022-05-26 10:31:00,-11.1,-11.1
2022-05-26 10:32:00,-27.1,-27.1
2022-05-26 10:33:00,2.8999999999999986,2.8999999999999986
2022-05-26 10:34:00,-21.5,-21.5
2022-05-26 10:35:00,-18.3,-18.3
2022-05-26 10:36:00,-11.5,-11.5
2022-05-26 10:37:00,-26.0,-26.0
2022-05-26 10:38:00,-10.8,-10.8
2022-05-26 10:39:00,-6.800000000000001,-6.800000000000001
2022-05-26 10:40:00,-21.0,-21.0
2022-05-26 10:41:00,4.499999999999998,4.499999999999998
2022-05-26 10:42:00,-27.7,-27.7
2022-05-26 10:43:00,-10.799999999999999,-10.799999999999999
2022-05-26 10:44:00,-18.2,-18.2
2022-05-26 10:45:00,-15.4,-15.4
2022-05-26 10:46:00,-11.299999999999999,-11.299999999999999
2022-05-26 10:47:00,-10.700000000000001,-10.700000000000001
2022-05-26 10:48:00,-4.399999999999999,-4.399999999999999
2022-05-26 10:49:00,0.20000000000000018,0.20000000000000018
2022-05-26 10:50:00,-20.5,-20.5
2022-05-26 10:51:00,13.4,13.4
2022-05-26 10:52:00,-9.2,-9.2
2022-05-26 10:53:00,-23.0,-23.0
2022-05-26 10:54:00,5.8,5.8
2022-05-26 10:55:00,-32.8,-32.8
2022-05-26 10:56:00,7.6,7.6
2022-05-26 10:57:00,-11.0,-11.0
2022-05-26 10:58:00,-7.2,-7.2
2022-05-26 10:59:00,-12.299999999999999,-12.299999999999999
2022-05-26 11:00:00,-6.6,-6.6
2022-05-26 11:01:00,20.8,20.8
2022-05-26 11:02:00,-1.1999999999999997,-1.1999999999999997
2022-05-26 11:03:00,-3.8000000000000007,-3.8000000000000007
2022-05-26 11:04:00,-19.2,-19.2
2022-05-26 11:05:00,-10.1,-10.1
2022-05-26 11:06:00,16.4,16.4
2022-05-26 11:07:00,5.5,5.5
2022-05-26 11:08:00,-6.5,-6.5
2022-05-26 11:09:00,8.1,8.1
2022-05-26 11:10:00,-19.4,-19.4
2022-05-26 11:11:00,28.0,28.0
2022-05-26 11:12:00,8.5,8.5
2022-05-26 11:13:00,8.8,8.8
2022-05-26 11:14:00,-1.299999999999999,-1.299999999999999
2022-05-26 11:15:00,-16.6,-16.6
2022-05-26 11:16:00,21.2,21.2
2022-05-26 11:17:00,0.8,0.8
2022-05-26 11:18:00,-0.9000000000000004,-0.9000000000000004
2022-05-26 11:19:00,11.5,11.5
2022-05-26 11:20:00,-16.6,-16.6
2022-05-26 11:21:00,1.7,1.7
2022-05-26 11:22:00,16.0,16.0
2022-05-26 11:23:00,5.199999999999999,5.199999999999999
2022-05-26 11:24:00,19.4,19.4
2022-05-26 11:25:00,-17.7,-17.7
2022-05-26 11:26:00,5.2,5.2
2022-05-26 11:27:00,-5.8,-5.8
2022-05-26 11:28:00,-8.1,-8.1
2022-05-26 11:29:00,12.6,12.6
2022-05-26 11:30:00,-6.8999999999999995,-6.8999999999999995
2022-05-26 11:31:00,3.5,3.5
2022-05-26 11:32:00,6.0,6.0
2022-05-26 11:33:00,3.8000000000000007,3.8000000000000007
2022-05-26 11:34:00,20.1,20.1
2022-05-26 11:35:00,-8.1,-8.1
2022-05-26 11:36:00,2.8000000000000007,2.8000000000000007
2022-05-26 11:37:00,-11.8,-11.8
2022-05-26 11:38:00,-4.3999999999999995,-4.3999999999999995
2022-05-26 11:39:00,21.0,21.0
2022-05-26 11:40:00,-17.5,-17.5
2022-05-26 11:41:00,7.3999999999999995,7.3999999999999995
2022-05-26 11:42:00,,5.0
2022-05-26 11:43:00,2.5999999999999996,2.5999999999999996
2022-05-26 11:44:00,16.8,16.8
2022-05-26 11:45:00,5.699999999999999,5.699999999999999
2022-05-26 11:46:00,19.1,19.1
2022-05-26 11:47:00,21.0,21.0
2022-05-26 11:48:00,-5.1,-5.1
2022-05-26 11:49:00,15.299999999999999,15.299999999999999
2022-05-26 11:50:00,-16.4,-16.4
2022-05-26 11:51:00,15.3,15.3
2022-05-26 11:52:00,11.3,11.3
2022-05-26 11:53:00,-4.800000000000001,-4.800000000000001
2022-05-26 11:54:00,10.700000000000001,10.700000000000001
2022-05-26 11:55:00,-11.1,-11.1
2022-05-26 11:56:00,21.3,21.3
2022-05-26 11:57:00,22.0,22.0
2022-05-26 11:58:00,-6.0,-6.0
2022-05-26 11:59:00,6.1,6.1
2022-05-26 12:00:00,-8.899999999999999,-8.899999999999999
2022-05-26 12:01:00,1.0,1.0
2022-05-26 12:02:00,27.4,27.4
2022-05-26 12:03:00,2.5,2.5
2022-05-26 12:04:00,2.4000000000000004,2.4000000000000004
2022-05-26 12:05:00,10.4,10.4
2022-05-26 12:06:00,-12.3,-12.3
2022-05-26 12:07:00,35.2,35.2
2022-05-26 12:08:00,1.2999999999999998,1.2999999999999998
2022-05-26 12:09:00,8.2,8.2
2022-05-26 12:10:00,1.4999999999999998,1.4999999999999998
2022-05-26 12:11:00,-16.0,-16.0
2022-05-26 12:12:00,33.9,33.9
2022-05-26 12:13:00,18.0,18.0
2022-05-26 12:14:00,11.8,11.8
2022-05-26 12:15:00,5.0,5.0
2022-05-26 12:16:00,-12.1,-12.1
2022-05-26 12:17:00,15.0,15.0
2022-05-26 12:18:00,22.9,22.9
2022-05-26 12:19:00,3.4999999999999996,3.4999999999999996
2022-05-26 12:20:00,7.6000000000000005,7.6000000000000005
2022-05-26 12:21:00,-6.4,-6.4
2022-05-26 12:22:00,-9.7,-9.7
2022-05-26 12:23:00,22.0,22.0
2022-05-26 12:24:00,3.8000000000000007,3.8000000000000007
2022-05-26 12:25:00,9.4,9.4
2022-05-26 12:26:00,-16.1,-16.1
2022-05-26 12:27:00,-9.6,-9.6
2022-05-26 12:28:00,20.1,20.1
2022-05-26 12:29:00,0.3999999999999999,0.3999999999999999
2022-05-26 12:30:00,4.4,4.4
2022-05-26 12:31:00,19.9,19.9
2022-05-26 12:32:00,-14.899999999999999,-14.899999999999999
2022-05-26 12:33:00,14.5,14.5
2022-05-26 12:34:00,15.8,15.8
2022-05-26 12:35:00,7.4,7.4
2022-05-26 12:36:00,13.8,13.8
2022-05-26 12:37:00,-1.0,-1.0
2022-05-26 12:38:00,-14.6,-14.6
2022-05-26 12:39:00,18.7,18.7
2022-05-26 12:40:00,14.5,14.5
2022-05-26 12:41:00,9.1,9.1
2022-05-26 12:42:00,15.8,15.8
2022-05-26 12:43:00,-11.4,-11.4
2022-05-26 12:44:00,9.399999999999999,9.399999999999999
2022-05-26 12:45:00,18.6,18.6
2022-05-26 12:46:00,3.8999999999999986,3.8999999999999986
2022-05-26 12:47:00,18.5,18.5
2022-05-26 12:48:00,-23.5,-23.5
2022-05-26 12:49:00,18.0,18.0
2022-05-26 12:50:00,7.4,7.4
2022-05-26 12:51:00,3.0999999999999996,3.0999999999999996
2022-05-26 12:52:00,14.6,14.6
2022-05-26 12:53:00,0.20000000000000018,0.20000000000000018
2022-05-26 12:54:00,-12.700000000000001,-12.700000000000001
2022-05-26 12:55:00,25.7,25.7
2022-05-26 12:56:00,2.0,2.0
2022-05-26 12:57:00,2.799999999999999,2.799999999999999
2022-05-26 12:58:00,11.9,11.9
2022-05-26 12:59:00,-18.2,-18.2
2022-05-26 13:00:00,15.899999999999999,15.899999999999999
2022-05-26 13:01:00,14.100000000000001,14.100000000000001
2022-05-26 13:02:00,-6.900000000000002,-6.900000000000002
2022-05-26 13:03:00,21.0,21.0
2022-05-26 13:04:00,-16.299999999999997,-16.299999999999997
2022-05-26 13:05:00,24.9,24.9
2022-05-26 13:06:00,-1.2999999999999998,-1.2999999999999998
2022-05-26 13:07:00,-1.0,-1.0
2022-05-26 13:08:00,17.4,17.4
2022-05-26 13:09:00,-17.3,-17.3
2022-05-26 13:10:00,10.0,10.0
2022-05-26 13:11:00,-6.1000000000000005,-6.1000000000000005
2022-05-26 13:12:00,10.1,10.1
2022-05-26 13:13:00,11.3,11.3
2022-05-26 13:14:00,13.5,13.5
2022-05-26 13:15:00,-5.1000000000000005,-5.1000000000000005
2022-05-26 13:16:00,8.8,8.8
2022-05-26 13:17:00,11.8,11.8
2022-05-26 13:18:00,7.600000000000001,7.600000000000001
2022-05-26 13:19:00,14.1,14.1
2022-05-26 13:20:00,-18.7,-18.7
2022-05-26 13:21:00,15.799999999999999,15.799999999999999
2022-05-26 13:22:00,-10.600000000000001,-10.600000000000001
2022-05-26 13:23:00,8.099999999999998,8.099999999999998
2022-05-26 13:24:00,9.700000000000001,9.700000000000001
2022-05-26 13:25:00,-2.5,-2.5
2022-05-26 13:26:00,11.9,11.9
2022-05-26 13:27:00,-15.200000000000001,-15.200000000000001
2022-05-26 13:28:00,23.099999999999998,23.099999999999998
2022-05-26 13:29:00,6.6,6.6
2022-05-26 13:30:00,-4.3,-4.3
2022-05-26 13:31:00,5.6000000000000005,5.6000000000000005
2022-05-26 13:32:00,-6.199999999999999,-6.199999999999999
2022-05-26 13:33:00,10.100000000000001,10.100000000000001
2022-05-26 13:34:00,3.3999999999999986,3.3999999999999986
2022-05-26 13:35:00,14.3,14.3
2022-05-26 13:36:00,-16.5,-16.5
2022-05-26 13:37:00,25.4,25.4
2022-05-26 13:38:00,-2.9000000000000004,-2.9000000000000004
2022-05-26 13:39:00,1.5999999999999979,1.5999999999999979
2022-05-26 13:40:00,1.4000000000000001,1.4000000000000001
2022-05-26 13:41:00,9.0,9.0
2022-05-26 13:42:00,10.100000000000001,10.100000000000001
2022-05-26 13:43:00,0.2,0.2
2022-05-26 13:44:00,3.299999999999999,3.299999999999999
2022-05-26 13:45:00,7.3,7.3
2022-05-26 13:46:00,2.7,2.7
2022-05-26 13:47:00,3.2,3.2
2022-05-26 13:48:00,6.000000000000001,6.000000000000001
2022-05-26 13:49:00,1.5,1.5
2022-05-26 13:50:00,1.5000000000000018,1.5000000000000018
2022-05-26 13:51:00,6.6,6.6
2022-05-26 13:52:00,-10.5,-10.5
2022-05-26 13:53:00,11.400000000000002,11.400000000000002
2022-05-26 13:54:00,12.100000000000001,12.100000000000001
2022-05-26 13:55:00,-0.8999999999999986,-0.8999999999999986
2022-05-26 13:56:00,14.5,14.5
2022-05-26 13:57:00,-5.1,-5.1
2022-05-26 13:58:00,22.9,22.9
2022-05-26 13:59:00,-1.1,-1.1
2022-05-26 14:00:00,-8.4,-8.4
2022-05-26 14:01:00,12.8,12.8
2022-05-26 14:02:00,-6.7,-6.7
2022-05-26 14:03:00,11.1,11.1
2022-05-26 14:04:00,16.599999999999998,16.599999999999998
2022-05-26 14:05:00,-4.299999999999999,-4.299999999999999
2022-05-26 14:06:00,-3.3999999999999986,-3.3999999999999986
2022-05-26 14:07:00,-3.6999999999999997,-3.6999999999999997
2022-05-26 14:08:00,8.5,8.5
2022-05-26 14:09:00,24.3,24.3
2022-05-26 14:10:00,4.3,4.3
2022-05-26 14:11:00,-3.8999999999999986,-3.8999999999999986
2022-05-26 14:12:00,-0.40000000000000036,-0.40000000000000036
2022-05-26 14:13:00,-9.3,-9.3
2022-05-26 14:14:00,32.8,32.8
2022-05-26 14:15:00,-5.9,-5.9
2022-05-26 14:16:00,3.5,3.5
2022-05-26 14:17:00,-7.8,-7.8
2022-05-26 14:18:00,-4.4,-4.4
2022-05-26 14:19:00,14.799999999999999,14.799999999999999
2022-05-26 14:20:00,6.0,6.0
2022-05-26 14:21:00,7.699999999999999,7.699999999999999
2022-05-26 14:22:00,2.1,2.1
2022-05-26 14:23:00,-6.2,-6.2
2022-05-26 14:24:00,13.600000000000001,13.600000000000001
2022-05-26 14:25:00,13.0,13.0
2022-05-26 14:26:00,4.7,4.7
2022-05-26 14:27:00,4.1,4.1
2022-05-26 14:28:00,-8.1,-8.1
2022-05-26 14:29:00,-4.4,-4.4
2022-05-26 14:30:00,19.5,19.5
2022-05-26 14:31:00,7.6,7.6
2022-05-26 14:32:00,11.499999999999998,11.499999999999998
2022-05-26 14:33:00,-9.3,-9.3
2022-05-26 14:34:00,-10.899999999999999,-10.899999999999999
2022-05-26 14:35:00,24.1,24.1
2022-05-26 14:36:00,-2.3999999999999995,-2.3999999999999995
2022-05-26 14:37:00,8.6,8.6
2022-05-26 14:38:00,7.199999999999999,7.199999999999999
2022-05-26 14:39:00,-12.100000000000001,-12.100000000000001
2022-05-26 14:40:00,10.2,10.2
2022-05-26 14:41:00,7.9,7.9
2022-05-26 14:42:00,17.700000000000003,17.700000000000003
2022-05-26 14:43:00,-7.800000000000001,-7.800000000000001
2022-05-26 14:44:00,-1.6,-1.6
2022-05-26 14:45:00,-9.5,-9.5
2022-05-26 14:46:00,13.200000000000001,13.200000000000001
2022-05-26 14:47:00,10.700000000000001,10.700000000000001
2022-05-26 14:48:00,5.799999999999999,5.799999999999999
2022-05-26 14:49:00,10.0,10.0
2022-05-26 14:50:00,-20.5,-20.5
2022-05-26 14:51:00,24.6,24.6
2022-05-26 14:52:00,16.8,16.8
2022-05-26 14:53:00,5.199999999999999,5.199999999999999
2022-05-26 14:54:00,-28.299999999999997,-28.299999999999997
2022-05-26 14:55:00,-14.0,-14.0
2022-05-26 14:56:00,124.8,124.8
2022-05-26 14:57:00,-9.4,-9.4
2022-05-26 14:58:00,14.5,14.5
2022-05-26 14:59:00,0.3999999999999999,0.3999999999999999
2022-05-26 15:00:00,-11.2,-11.2
2022-05-26 15:01:00,4.4,4.4
2022-05-26 15:02:00,24.599999999999998,24.599999999999998
2022-05-26 15:03:00,-0.10000000000000003,-0.10000000000000003
2022-05-26 15:04:00,12.899999999999999,12.899999999999999
2022-05-26 15:05:00,-1.5999999999999999,-1.5999999999999999
2022-05-26 15:06:00,-12.799999999999999,-12.799999999999999
2022-05-26 15:07:00,17.400000000000002,17.400000000000002
2022-05-26 15:08:00,7.0,7.0
2022-05-26 15:09:00,,15.85
2022-05-26 15:10:00,24.7,24.7
2022-05-26 15:11:00,-23.2,-23.2
2022-05-26 15:12:00,12.200000000000001,12.200000000000001
2022-05-26 15:13:00,17.1,17.1
2022-05-26 15:14:00,1.5,1.5
2022-05-26 15:15:00,17.299999999999997,17.299999999999997
2022-05-26 15:16:00,0.19999999999999996,0.19999999999999996
2022-05-26 15:17:00,-3.0999999999999996,-3.0999999999999996
2022-05-26 15:18:00,16.0,16.0
2022-05-26 15:19:00,-1.5,-1.5
2022-05-26 15:20:00,27.0,27.0
2022-05-26 15:21:00,24.2,24.2
2022-05-26 15:22:00,-8.799999999999999,-8.799999999999999
2022-05-26 15:23:00,-22.0,-22.0
2022-05-26 15:24:00,19.4,19.4
2022-05-26 15:25:00,-0.2999999999999998,-0.2999999999999998
2022-05-26 15:26:00,6.499999999999998,6.499999999999998
2022-05-26 15:27:00,-0.10000000000000009,-0.10000000000000009
2022-05-26 15:28:00,-30.2,-30.2
2022-05-26 15:29:00,4.899999999999999,4.899999999999999
2022-05-26 15:30:00,10.600000000000001,10.600000000000001
2022-05-26 15:31:00,2.4000000000000004,2.4000000000000004
2022-05-26 15:32:00,13.4,13.4
2022-05-26 15:33:00,-8.1,-8.1
2022-05-26 15:34:00,-1.3000000000000007,-1.3000000000000007
2022-05-26 15:35:00,20.3,20.3
2022-05-26 15:36:00,16.6,16.6
2022-05-26 15:37:00,4.200000000000001,4.200000000000001
2022-05-26 15:38:00,6.2,6.2
2022-05-26 15:39:00,-22.6,-22.6
2022-05-26 15:40:00,31.6,31.6
2022-05-26 15:41:00,0.8,0.8
2022-05-26 15:42:00,12.4,12.4
2022-05-26 15:43:00,23.4,23.4
2022-05-26 15:44:00,-23.099999999999998,-23.099999999999998
2022-05-26 15:45:00,-14.399999999999999,-14.399999999999999
2022-05-26 15:46:00,31.9,31.9
2022-05-26 15:47:00,4.8,4.8
2022-05-26 15:48:00,20.8,20.8
2022-05-26 15:49:00,-14.4,-14.4
2022-05-26 15:50:00,-5.0,-5.0
2022-05-26 15:51:00,19.6,19.6
2022-05-26 15:52:00,7.199999999999999,7.199999999999999
2022-05-26 15:53:00,19.7,19.7
2022-05-26 15:54:00,11.9,11.9
2022-05-26 15:55:00,3.4,3.4
2022-05-26 15:56:00,8.7,8.7
2022-05-26 15:57:00,2.6999999999999993,2.6999999999999993
2022-05-26 15:58:00,31.3,31.3
2022-05-26 15:59:00,19.7,19.7
2022-05-26 16:00:00,-15.9,-15.9
2022-05-26 16:01:00,-5.199999999999999,-5.199999999999999
2022-05-26 16:02:00,-11.0,-11.0
2022-05-26 16:03:00,13.2,13.2
2022-05-26 16:04:00,25.1,25.1
2022-05-26 16:05:00,5.4,5.4
2022-05-26 16:06:00,-17.8,-17.8
2022-05-26 16:07:00,9.399999999999999,9.399999999999999
2022-05-26 16:08:00,16.5,16.5
2022-05-26 16:09:00,16.1,16.1
2022-05-26 16:10:00,10.7,10.7
2022-05-26 16:11:00,6.6,6.6
2022-05-26 16:12:00,-4.300000000000001,-4.300000000000001
2022-05-26 16:13:00,9.6,9.6
2022-05-26 16:14:00,11.600000000000001,11.600000000000001
2022-05-26 16:15:00,29.6,29.6
2022-05-26 16:16:00,8.8,8.8
2022-05-26 16:17:00,-19.3,-19.3
2022-05-26 16:18:00,1.7000000000000002,1.7000000000000002
2022-05-26 16:19:00,-2.1999999999999997,-2.1999999999999997
2022-05-26 16:20:00,5.8,5.8
2022-05-26 16:21:00,27.2,27.2
2022-05-26 16:22:00,-9.4,-9.4
2022-05-26 16:23:00,-6.0,-6.0
2022-05-26 16:24:00,22.200000000000003,22.200000000000003
2022-05-26 16:25:00,9.799999999999999,9.799999999999999
2022-05-26 16:26:00,17.400000000000002,17.400000000000002
2022-05-26 16:27:00,-11.7,-11.7
2022-05-26 16:28:00,-5.600000000000001,-5.600000000000001
2022-05-26 16:29:00,5.200000000000001,5.200000000000001
2022-05-26 16:30:00,1.1,1.1
2022-05-26 16:31:00,12.600000000000001,12.600000000000001
2022-05-26 16:32:00,2.3000000000000003,2.3000000000000003
2022-05-26 16:33:00,-8.7,-8.7
2022-05-26 16:34:00,9.0,9.0
2022-05-26 16:35:00,6.5,6.5
2022-05-26 16:36:00,1.200000000000001,1.200000000000001
2022-05-26 16:37:00,18.5,18.5
2022-05-26 16:38:00,-1.2999999999999998,-1.2999999999999998
2022-05-26 16:39:00,-15.9,-15.9
2022-05-26 16:40:00,15.2,15.2
2022-05-26 16:41:00,16.400000000000002,16.400000000000002
2022-05-26 16:42:00,6.299999999999999,6.299999999999999
2022-05-26 16:43:00,0.2999999999999998,0.2999999999999998
2022-05-26 16:44:00,-8.9,-8.9
2022-05-26 16:45:00,10.899999999999999,10.899999999999999
2022-05-26 16:46:00,10.8,10.8
2022-05-26 16:47:00,7.0,7.0
2022-05-26 16:48:00,12.899999999999999,12.899999999999999
2022-05-26 16:49:00,-17.2,-17.2
2022-05-26 16:50:00,7.099999999999998,7.099999999999998
2022-05-26 16:51:00,13.2,13.2
2022-05-26 16:52:00,13.7,13.7
2022-05-26 16:53:00,7.800000000000001,7.800000000000001
2022-05-26 16:54:00,19.7,19.7
2022-05-26 16:55:00,-17.3,-17.3
2022-05-26 16:56:00,14.8,14.8
2022-05-26 16:57:00,0.6000000000000001,0.6000000000000001
2022-05-26 16:58:00,3.4000000000000004,3.4000000000000004
2022-05-26 16:59:00,16.5,16.5
2022-05-26 17:00:00,-1.5,-1.5
2022-05-26 17:01:00,7.999999999999999,7.999999999999999
2022-05-26 17:02:00,5.2,5.2
2022-05-26 17:03:00,0.8999999999999995,0.8999999999999995
2022-05-26 17:04:00,19.8,19.8
2022-05-26 17:05:00,-9.1,-9.1
2022-05-26 17:06:00,-6.699999999999999,-6.699999999999999
2022-05-26 17:07:00,16.8,16.8
2022-05-26 17:08:00,4.6000000000000005,4.6000000000000005
2022-05-26 17:09:00,4.6,4.6
2022-05-26 17:10:00,4.300000000000001,4.300000000000001
2022-05-26 17:11:00,-6.0,-6.0
2022-05-26 17:12:00,15.099999999999998,15.099999999999998
2022-05-26 17:13:00,0.09999999999999964,0.09999999999999964
2022-05-26 17:14:00,15.7,15.7
2022-05-26 17:15:00,-9.7,-9.7
2022-05-26 17:16:00,9.6,9.6
2022-05-26 17:17:00,,7.299999999999999
2022-05-26 17:18:00,4.999999999999999,4.999999999999999
2022-05-26 17:19:00,11.9,11.9
2022-05-26 17:20:00,7.9,7.9
2022-05-26 17:21:00,3.6999999999999997,3.6999999999999997
2022-05-26 17:22:00,-1.6000000000000005,-1.6000000000000005
2022-05-26 17:23:00,6.0,6.0
2022-05-26 17:24:00,23.9,23.9
2022-05-26 17:25:00,4.5,4.5
2022-05-26 17:26:00,18.7,18.7
2022-05-26 17:27:00,0.1999999999999993,0.1999999999999993
2022-05-26 17:28:00,14.7,14.7
2022-05-26 17:29:00,-2.0,-2.0
2022-05-26 17:30:00,3.0999999999999996,3.0999999999999996
2022-05-26 17:31:00,7.6,7.6
2022-05-26 17:32:00,22.5,22.5
2022-05-26 17:33:00,-24.2,-24.2
2022-05-26 17:34:00,16.799999999999997,16.799999999999997
2022-05-26 17:35:00,-11.6,-11.6
2022-05-26 17:36:00,7.900000000000002,7.900000000000002
2022-05-26 17:37:00,22.200000000000003,22.200000000000003
2022-05-26 17:38:00,-5.5,-5.5
2022-05-26 17:39:00,10.9,10.9
2022-05-26 17:40:00,9.100000000000001,9.100000000000001
2022-05-26 17:41:00,-5.300000000000001,-5.300000000000001
2022-05-26 17:42:00,23.2,23.2
2022-05-26 17:43:00,-0.39999999999999947,-0.39999999999999947
2022-05-26 17:44:00,-7.300000000000001,-7.300000000000001
2022-05-26 17:45:00,13.8,13.8
2022-05-26 17:46:00,8.9,8.9
2022-05-26 17:47:00,24.5,24.5
2022-05-26 17:48:00,3.8000000000000003,3.8000000000000003
2022-05-26 17:49:00,3.4000000000000004,3.4000000000000004
2022-05-26 17:50:00,20.7,20.7
2022-05-26 17:51:00,7.1,7.1
2022-05-26 17:52:00,3.8000000000000007,3.8000000000000007
2022-05-26 17:53:00,5.8,5.8
2022-05-26 17:54:00,-0.09999999999999964,-0.09999999999999964
2022-05-26 17:55:00,26.5,26.5
2022-05-26 17:56:00,-2.0,-2.0
2022-05-26 17:57:00,-1.4000000000000004,-1.4000000000000004
2022-05-26 17:58:00,3.0,3.0
2022-05-26 17:59:00,-6.6000000000000005,-6.6000000000000005
2022-05-26 18:00:00,24.3,24.3
2022-05-26 18:01:00,2.4000000000000004,2.4000000000000004
2022-05-26 18:02:00,-9.299999999999999,-9.299999999999999
2022-05-26 18:03:00,2.0,2.0
2022-05-26 18:04:00,-10.3,-10.3
2022-05-26 18:05:00,21.1,21.1
2022-05-26 18:06:00,-1.7999999999999998,-1.7999999999999998
2022-05-26 18:07:00,-3.700000000000001,-3.700000000000001
2022-05-26 18:08:00,4.100000000000001,4.100000000000001
2022-05-26 18:09:00,6.800000000000001,6.800000000000001
2022-05-26 18:10:00,-13.7,-13.7
2022-05-26 18:11:00,28.8,28.8
2022-05-26 18:12:00,26.2,26.2
2022-05-26 18:13:00,-8.2,-8.2
2022-05-26 18:14:00,3.5,3.5
2022-05-26 18:15:00,-5.199999999999999,-5.199999999999999
2022-05-26 18:16:00,20.900000000000002,20.900000000000002
2022-05-26 18:17:00,-0.9000000000000004,-0.9000000000000004
2022-05-26 18:18:00,8.9,8.9
2022-05-26 18:19:00,-12.4,-12.4
2022-05-26 18:20:00,11.399999999999999,11.399999999999999
2022-05-26 18:21:00,7.2,7.2
2022-05-26 18:22:00,11.799999999999999,11.799999999999999
2022-05-26 18:23:00,1.0,1.0
2022-05-26 18:24:00,4.4,4.4
2022-05-26 18:25:00,-10.399999999999999,-10.399999999999999
2022-05-26 18:26:00,21.1,21.1
2022-05-26 18:27:00,19.9,19.9
2022-05-26 18:28:00,12.0,12.0
2022-05-26 18:29:00,25.900000000000002,25.900000000000002
2022-05-26 18:30:00,-0.5,-0.5
2022-05-26 18:31:00,-4.6,-4.6
2022-05-26 18:32:00,18.7,18.7
2022-05-26 18:33:00,7.0,7.0
2022-05-26 18:34:00,5.899999999999999,5.899999999999999
2022-05-26 18:35:00,10.6,10.6
2022-05-26 18:36:00,-18.4,-18.4
2022-05-26 18:37:00,19.2,19.2
2022-05-26 18:38:00,19.5,19.5
2022-05-26 18:39:00,7.9,7.9
2022-05-26 18:40:00,2.8,2.8
2022-05-26 18:41:00,-33.9,-33.9
2022-05-26 18:42:00,11.1,11.1
2022-05-26 18:43:00,3.8,3.8
2022-05-26 18:44:00,-5.5,-5.5
2022-05-26 18:45:00,16.2,16.2
2022-05-26 18:46:00,-25.6,-25.6
2022-05-26 18:47:00,1.7999999999999998,1.7999999999999998
2022-05-26 18:48:00,15.700000000000001,15.700000000000001
2022-05-26 18:49:00,-4.6,-4.6
2022-05-26 18:50:00,9.200000000000001,9.200000000000001
2022-05-26 18:51:00,-2.8,-2.8
2022-05-26 18:52:00,-5.199999999999999,-5.199999999999999
2022-05-26 18:53:00,18.4,18.4
2022-05-26 18:54:00,2.1,2.1
2022-05-26 18:55:00,16.0,16.0
2022-05-26 18:56:00,4.3,4.3
2022-05-26 18:57:00,-10.3,-10.3
2022-05-26 18:58:00,23.400000000000002,23.400000000000002
2022-05-26 18:59:00,9.4,9.4
2022-05-26 19:00:00,15.0,15.0
2022-05-26 19:01:00,20.9,20.9
2022-05-26 19:02:00,-18.5,-18.5
2022-05-26 19:03:00,26.700000000000003,26.700000000000003
2022-05-26 19:04:00,18.0,18.0
2022-05-26 19:05:00,4.799999999999999,4.799999999999999
2022-05-26 19:06:00,25.299999999999997,25.299999999999997
2022-05-26 19:07:00,-18.3,-18.3
2022-05-26 19:08:00,-11.5,-11.5
2022-05-26 19:09:00,13.200000000000001,13.200000000000001
2022-05-26 19:10:00,2.4,2.4
2022-05-26 19:11:00,17.6,17.6
2022-05-26 19:12:00,-6.8,-6.8
2022-05-26 19:13:00,0.09999999999999964,0.09999999999999964
2022-05-26 19:14:00,10.600000000000001,10.600000000000001
2022-05-26 19:15:00,13.899999999999999,13.899999999999999
2022-05-26 19:16:00,16.0,16.0
2022-05-26 19:17:00,-11.4,-11.4
2022-05-26 19:18:00,-15.299999999999999,-15.299999999999999
2022-05-26 19:19:00,12.5,12.5
2022-05-26 19:20:00,-8.0,-8.0
2022-05-26 19:21:00,12.700000000000001,12.700000000000001
2022-05-26 19:22:00,-8.3,-8.3
2022-05-26 19:23:00,9.600000000000001,9.600000000000001
2022-05-26 19:24:00,-0.30000000000000004,-0.30000000000000004
2022-05-26 19:25:00,5.200000000000001,5.200000000000001
2022-05-26 19:26:00,3.5,3.5
